,HomePlanet,CryoSleep,Destination,Age,Travel company,VIP,RoomService,FoodCourt,Travel Outcome,Cols,P_S
2356,2,0,0,24.0,1,0,345.0,0.0,0,4,1
2357,0,0,0,44.0,1,0,0.0,1482.0,1,0,0
2358,2,0,0,29.0,1,0,834.0,0.0,1,4,0
2359,0,0,2,6.0,0,0,0.0,0.0,0,0,1
2360,0,0,0,42.0,0,0,41.0,1912.0,1,0,1
2361,1,1,2,78.0,0,0,0.0,0.0,1,3,0
2362,1,0,0,36.0,0,0,548.0,179.0,0,1,1
2363,0,0,2,37.0,1,0,0.0,100.0,1,1,1
2364,0,0,2,41.0,1,0,0.0,12809.0,1,2,0
2365,1,0,0,18.0,0,0,852.0,48.0,1,3,1
2366,2,0,0,62.0,0,0,1663.0,0.0,1,1,0
2367,2,0,0,0.0,0,0,0.0,0.0,1,1,0
2368,2,0,0,55.0,0,0,1281.0,0.0,1,1,0
2369,1,1,0,16.0,0,0,0.0,0.0,1,3,0
2370,1,0,0,32.0,1,0,238.0,156.0,1,1,0
2371,1,0,0,19.0,1,0,0.0,1124.0,1,1,1
2372,1,0,2,7.0,1,0,0.0,0.0,1,3,1
2373,1,0,2,4.0,0,0,0.0,0.0,0,3,1
2374,0,1,0,30.0,1,0,0.0,0.0,0,5,1
2375,0,1,2,24.0,1,0,0.0,0.0,0,0,0
2376,0,1,0,34.0,0,0,0.0,0.0,1,0,0
2377,0,1,0,30.0,0,0,0.0,0.0,0,6,1
2378,2,0,0,3.0,1,0,0.0,0.0,0,1,0
2379,2,0,0,32.0,0,0,0.0,0.0,0,1,0
2380,2,0,0,55.0,0,0,403.0,0.0,1,1,0
2381,2,1,0,0.0,1,0,0.0,0.0,1,1,0
2382,0,0,0,51.0,0,0,0.0,1949.0,0,1,1
2383,1,1,1,0.0,1,0,0.0,0.0,1,3,0
2384,1,0,0,21.0,0,0,882.0,0.0,1,3,0
2385,1,0,0,2.0,0,0,0.0,0.0,1,3,0
2386,1,0,0,19.0,1,0,194.0,44.0,1,4,1
2387,2,1,0,24.0,1,0,0.0,0.0,1,1,0
2388,2,0,0,20.0,1,0,2502.0,0.0,1,1,0
2389,0,0,0,42.0,0,0,2.0,3024.0,1,4,1
2390,2,1,0,17.0,1,0,0.0,0.0,0,1,0
2391,2,0,0,32.0,1,0,598.0,0.0,1,4,0
2392,1,0,0,28.0,1,0,145.0,8.0,1,3,0
2393,0,1,2,21.0,0,0,0.0,0.0,1,6,1
2394,0,1,2,56.0,0,1,0.0,0.0,1,6,1
2395,0,1,2,28.0,0,0,0.0,0.0,1,6,0
2396,1,0,0,42.0,1,0,10.0,303.0,1,1,1
2397,1,0,0,18.0,0,0,1153.0,0.0,0,1,1
2398,1,0,0,24.0,0,0,19.0,676.0,0,3,1
2399,1,0,0,20.0,0,0,496.0,20.0,1,4,0
2400,1,0,0,22.0,0,0,26.0,0.0,0,1,0
2401,1,0,0,22.0,0,0,98.0,0.0,1,3,0
2402,1,0,1,21.0,1,0,0.0,0.0,1,3,0
2403,1,0,0,28.0,1,0,4.0,166.0,1,3,0
2404,0,1,0,26.0,1,0,0.0,0.0,1,6,0
2405,0,1,2,50.0,1,0,0.0,0.0,1,6,0
2406,0,0,0,26.0,0,0,0.0,8150.0,1,6,0
2407,0,0,0,30.0,0,1,0.0,632.0,1,6,0
2408,0,1,0,29.0,0,0,0.0,0.0,0,6,0
2409,1,0,0,8.0,0,0,0.0,0.0,0,3,0
2410,1,0,0,45.0,1,0,406.0,148.0,1,3,0
2411,1,1,1,35.0,1,0,0.0,0.0,0,3,0
2412,1,0,1,18.0,1,0,9.0,419.0,1,1,1
2413,1,0,0,23.0,1,0,0.0,121.0,1,3,1
2414,2,0,0,29.0,0,1,803.0,0.0,1,5,0
2415,2,0,0,18.0,0,0,1102.0,9.0,1,5,0
2416,1,0,0,28.0,1,0,804.0,2.0,1,3,0
2417,0,1,0,34.0,1,0,0.0,0.0,1,0,1
2418,2,0,2,0.0,0,0,0.0,0.0,0,1,0
2419,2,0,0,4.0,0,0,0.0,0.0,1,1,0
2420,2,0,0,28.0,0,0,938.0,61.0,1,5,0
2421,2,0,0,8.0,1,0,0.0,0.0,1,1,0
2422,2,0,0,20.0,0,0,59.0,0.0,1,5,0
2423,2,1,0,20.0,0,0,0.0,0.0,1,1,0
2424,2,1,0,25.0,1,0,0.0,0.0,0,1,1
2425,1,0,2,31.0,1,0,995.0,7.0,1,1,1
2426,2,0,0,37.0,0,0,27.0,0.0,0,1,0
2427,1,1,0,21.0,0,0,0.0,0.0,1,1,1
2428,2,1,0,24.0,1,0,0.0,0.0,0,1,0
2429,2,1,0,34.0,1,0,0.0,0.0,1,4,0
2430,2,0,2,0.0,1,0,0.0,0.0,1,4,0
2431,2,1,0,25.0,0,0,0.0,0.0,0,4,0
2432,2,1,2,43.0,0,0,0.0,0.0,1,5,1
2433,1,0,0,28.82793046746535,0,0,900.0,0.0,1,1,0
2434,1,0,0,45.0,1,0,10.0,16.0,1,1,0
2435,0,1,0,63.0,0,0,0.0,0.0,0,0,1
2436,0,1,0,17.0,1,0,0.0,0.0,1,0,1
2437,0,0,2,35.0,1,0,0.0,1471.0,0,0,1
2438,0,0,0,12.0,0,0,0.0,0.0,1,0,1
2439,1,1,1,28.82793046746535,0,0,0.0,0.0,0,3,1
2440,1,0,0,17.0,0,0,0.0,604.0,1,1,0
2441,1,0,1,32.0,0,0,59.0,0.0,1,3,0
2442,1,1,0,23.0,1,0,0.0,0.0,0,4,0
2443,1,0,2,17.0,0,0,2000.0,0.0,0,1,1
2444,1,0,2,34.0,1,0,492.0,0.0,1,1,1
2445,1,0,0,15.0,1,0,0.0,0.0,0,1,0
2446,1,1,0,14.0,0,0,0.0,0.0,1,3,0
2447,1,0,0,22.0,1,0,0.0,1.0,1,4,0
2448,1,0,0,19.0,0,0,232.0,0.0,1,1,0
2449,1,0,1,40.0,1,0,0.0,228.0,1,1,0
2450,0,1,2,25.0,1,0,0.0,0.0,1,2,0
2451,0,0,2,51.0,1,0,0.0,6.0,1,2,0
2452,1,0,0,22.0,1,0,91.0,6.0,0,3,0
2453,2,1,2,50.0,0,0,0.0,0.0,1,1,0
2454,1,0,2,26.0,1,0,0.0,0.0,0,3,0
2455,2,1,0,39.0,0,0,0.0,0.0,1,1,1
2456,2,0,0,18.0,1,0,1867.0,0.0,1,5,0
2457,1,0,0,22.0,1,0,224.687617481203,0.0,1,3,1
2458,1,0,0,26.0,0,0,0.0,29.0,1,4,1
2459,1,0,0,19.0,1,0,0.0,0.0,0,1,1
2460,1,1,1,16.0,0,0,0.0,0.0,1,3,1
2461,1,0,0,24.0,1,0,0.0,0.0,1,3,0
2462,1,0,1,34.0,1,0,122.0,0.0,1,1,1
2463,0,0,0,55.0,1,0,0.0,815.0,1,6,1
2464,0,0,0,42.0,0,0,3.0,2174.0,0,6,1
2465,0,1,0,14.0,1,0,0.0,0.0,1,6,1
2466,0,0,2,28.0,1,0,0.0,3053.0,1,6,1
2467,0,1,2,26.0,0,0,0.0,0.0,1,6,1
2468,0,0,2,33.0,0,0,0.0,286.0,1,0,0
2469,1,0,0,24.0,1,0,0.0,0.0,1,1,0
2470,1,0,0,23.0,0,0,490.0,313.0,0,3,1
2471,2,0,0,16.0,1,0,46.0,0.0,1,5,0
2472,1,1,0,36.0,0,0,0.0,0.0,0,3,0
2473,0,1,2,44.0,0,0,0.0,0.0,1,0,1
2474,1,0,0,22.0,1,0,0.0,0.0,0,1,1
2475,1,1,0,30.0,0,0,0.0,0.0,1,3,1
2476,1,0,0,20.0,1,0,0.0,27.0,1,1,1
2477,1,0,0,21.0,0,0,366.0,1136.0,0,1,0
2478,2,0,0,14.0,1,0,224.687617481203,0.0,0,4,1
2479,1,0,0,27.0,0,0,0.0,0.0,0,1,0
2480,1,0,0,19.0,1,0,1.0,4.0,1,1,1
2481,1,1,0,21.0,1,0,0.0,0.0,0,3,1
2482,2,0,2,28.82793046746535,1,0,1722.0,4.0,1,1,0
2483,1,0,2,13.0,1,0,0.0,0.0,1,1,0
2484,2,1,1,71.0,1,0,0.0,0.0,1,4,1
2485,2,1,0,28.0,0,0,0.0,0.0,1,4,1
2486,2,0,2,18.0,1,0,1874.0,0.0,1,4,1
2487,1,0,2,23.0,1,0,29.0,34.0,1,1,1
2488,1,0,2,34.0,0,0,0.0,382.0,1,3,1
2489,1,0,0,20.0,0,0,4.0,790.0,1,3,0
2490,1,0,2,17.0,1,0,0.0,33.0,1,1,0
2491,1,0,1,21.0,1,0,970.0,0.0,1,1,0
2492,0,0,0,33.0,1,0,0.0,1554.0,1,6,1
2493,0,0,2,34.0,0,0,3551.0,1284.0,1,0,0
2494,0,0,0,51.0,0,0,0.0,302.0,0,5,1
2495,1,0,0,21.0,0,0,0.0,680.0,1,1,1
2496,1,1,0,28.82793046746535,0,0,0.0,0.0,0,3,1
2497,1,0,0,31.0,1,0,880.0,0.0,1,3,0
2498,0,0,0,36.0,1,0,2.0,1297.0,1,2,1
2499,0,0,0,39.0,1,0,0.0,7116.0,0,0,0
2500,1,0,0,26.0,1,0,886.0,0.0,1,3,0
2501,1,0,0,51.0,1,0,0.0,1347.0,0,1,0
2502,1,0,0,24.0,0,0,13.0,193.0,1,1,0
2503,1,0,2,27.0,0,0,339.0,104.0,0,4,1
2504,1,0,0,31.0,1,0,0.0,243.0,0,1,0
2505,1,0,0,24.0,1,0,0.0,0.0,0,1,1
2506,0,0,0,57.0,1,0,0.0,1514.0,0,2,0
2507,0,0,2,36.0,1,1,11.0,79.0,0,2,0
2508,0,0,0,55.0,1,0,0.0,846.0,1,2,0
2509,0,1,2,28.82793046746535,0,0,0.0,0.0,1,2,0
2510,2,0,0,18.0,1,0,947.0,0.0,1,4,1
2511,2,0,0,27.0,1,0,1893.0,487.0,0,5,1
2512,0,0,0,50.0,0,0,0.0,2684.0,1,6,0
2513,1,0,0,24.0,1,0,45.0,138.0,1,1,1
2514,1,1,1,20.0,1,0,0.0,0.0,1,3,1
2515,1,1,0,24.0,0,0,0.0,0.0,1,3,0
2516,1,0,0,18.0,0,0,0.0,617.0,1,3,1
2517,1,0,0,44.0,0,0,1178.0,1.0,0,1,1
2518,0,1,2,27.0,0,0,0.0,0.0,1,0,1
2519,0,0,0,58.0,1,0,1113.0,1650.0,1,0,1
2520,0,1,1,29.0,0,0,0.0,0.0,1,0,1
2521,1,0,1,23.0,1,0,3.0,548.0,1,1,1
2522,2,1,0,3.0,0,0,0.0,0.0,1,1,1
2523,2,0,0,0.0,0,0,0.0,0.0,1,1,1
2524,2,0,0,33.0,0,0,361.0,0.0,0,1,1
2525,2,0,0,12.0,0,0,0.0,0.0,0,1,1
2526,0,1,0,44.0,1,0,0.0,0.0,1,0,1
2527,1,1,0,20.0,0,0,0.0,0.0,1,3,0
2528,1,0,2,59.0,0,0,269.0,1776.0,0,1,0
2529,1,0,0,18.0,0,0,130.0,0.0,1,3,1
2530,0,1,0,72.0,0,0,0.0,0.0,0,0,1
2531,1,0,1,23.0,0,0,171.0,2373.0,1,3,0
2532,1,0,0,11.0,0,0,0.0,0.0,1,3,0
2533,1,1,0,1.0,0,0,0.0,0.0,0,3,0
2534,1,0,1,25.0,0,0,21.0,746.0,1,1,0
2535,2,1,2,25.0,0,0,0.0,0.0,1,5,1
2536,0,1,0,24.0,1,0,0.0,0.0,0,6,1
2537,0,0,0,54.0,1,0,0.0,5876.0,1,6,1
2538,2,1,2,17.0,1,0,0.0,0.0,1,1,0
2539,2,0,0,48.0,1,0,1200.0,0.0,0,1,0
2540,1,0,0,40.0,1,0,0.0,0.0,1,1,0
2541,1,1,0,2.0,0,0,0.0,0.0,1,3,0
2542,1,0,0,32.0,1,0,0.0,9.0,1,1,1
2543,1,1,0,15.0,0,0,0.0,0.0,0,3,1
2544,1,1,0,52.0,0,0,0.0,0.0,1,3,1
2545,1,0,0,16.0,1,0,0.0,1115.0,1,1,1
2546,1,1,0,16.0,0,0,0.0,458.07720329024676,1,3,1
2547,1,1,2,16.0,0,0,0.0,0.0,1,3,1
2548,1,0,2,6.0,1,0,0.0,0.0,1,3,1
2549,2,0,0,10.0,0,0,0.0,0.0,1,1,0
2550,2,0,0,27.0,1,1,1709.0,4.0,1,5,0
2551,0,0,2,45.0,0,0,0.0,726.0,0,6,1
2552,0,0,0,26.0,0,0,2381.0,1772.0,1,6,1
2553,2,0,0,29.0,0,0,1049.0,0.0,0,4,1
2554,1,1,1,38.0,1,0,0.0,0.0,0,3,0
2555,1,0,0,19.0,0,0,1.0,143.0,0,4,0
2556,2,0,0,43.0,1,0,471.0,0.0,0,4,0
2557,1,0,0,15.0,1,0,746.0,0.0,1,1,1
2558,2,0,0,31.0,1,0,1511.0,0.0,0,1,0
2559,2,0,0,52.0,0,0,758.0,0.0,1,1,0
2560,2,0,0,49.0,1,0,0.0,0.0,1,1,0
2561,1,0,2,29.0,1,0,143.0,548.0,0,1,1
2562,1,0,0,18.0,1,0,600.0,0.0,0,1,0
2563,2,1,0,41.0,1,0,0.0,0.0,1,1,1
2564,1,0,0,9.0,1,0,0.0,0.0,1,3,0
2565,1,1,1,28.82793046746535,0,0,0.0,0.0,0,3,0
2566,1,0,0,58.0,0,0,0.0,82.0,1,4,0
2567,1,0,1,39.0,0,0,0.0,0.0,1,4,1
2568,1,0,0,13.0,0,0,911.0,1.0,0,4,0
2569,0,1,2,36.0,1,0,0.0,0.0,1,0,0
2570,2,0,2,23.0,1,0,253.0,0.0,0,1,0
2571,1,1,1,24.0,0,0,224.687617481203,0.0,1,3,0
2572,1,0,0,33.0,1,0,0.0,0.0,1,4,0
2573,1,0,0,18.0,0,0,0.0,0.0,1,3,1
2574,1,1,0,2.0,0,0,0.0,0.0,0,3,1
2575,1,1,0,0.0,0,0,0.0,0.0,1,3,1
2576,1,0,0,36.0,1,0,625.0,0.0,1,3,1
2577,1,0,2,15.0,1,0,254.0,0.0,1,3,1
2578,1,0,0,31.0,0,0,91.0,756.0,0,4,0
2579,1,0,0,42.0,0,0,0.0,0.0,0,4,1
2580,2,0,0,27.0,0,0,1502.0,1.0,1,1,1
2581,1,0,0,36.0,1,0,123.0,3.0,0,1,1
2582,1,0,0,0.0,1,0,0.0,0.0,0,3,1
2583,1,1,0,3.0,0,0,0.0,0.0,1,3,1
2584,1,0,1,22.0,0,0,0.0,837.0,0,1,0
2585,1,0,0,56.0,0,0,0.0,1721.0,1,3,1
2586,1,0,0,23.0,1,0,0.0,0.0,1,3,1
2587,2,0,0,25.0,0,0,314.0,2.0,1,5,1
2588,1,0,0,29.0,1,0,3.0,0.0,0,1,0
2589,1,0,0,17.0,1,0,0.0,1195.0,1,1,0
2590,1,0,0,13.0,1,0,412.0,4.0,1,1,0
2591,2,0,0,35.0,0,0,2301.0,0.0,0,5,0
2592,2,1,2,53.0,1,0,224.687617481203,0.0,1,1,0
2593,1,0,0,24.0,1,0,14.0,702.0,1,1,0
2594,1,1,0,38.0,1,0,0.0,0.0,1,3,0
2595,0,1,2,21.0,0,0,0.0,0.0,1,5,0
2596,0,0,2,29.0,1,0,2.0,8.0,1,5,0
2597,1,0,0,46.0,0,0,0.0,0.0,0,3,0
2598,0,1,0,58.0,1,0,224.687617481203,0.0,1,6,1
2599,1,0,1,53.0,1,0,0.0,1.0,1,4,1
2600,1,0,2,21.0,1,0,13.0,458.07720329024676,1,1,1
2601,1,1,1,27.0,0,0,0.0,0.0,1,3,0
2602,1,1,0,31.0,0,0,0.0,0.0,1,3,0
2603,0,1,2,23.0,0,0,0.0,0.0,1,0,0
2604,0,0,2,41.0,1,0,0.0,320.0,1,0,0
2605,0,0,0,29.0,0,0,3.0,933.0,1,0,0
2606,0,0,2,54.0,1,0,0.0,37.0,1,0,0
2607,0,0,2,43.0,0,0,0.0,9923.0,1,0,0
2608,1,1,1,36.0,1,0,0.0,0.0,1,3,1
2609,1,0,0,48.0,0,0,784.0,87.0,1,4,0
2610,0,0,0,34.0,0,0,10.0,5659.0,1,6,1
2611,0,0,0,42.0,0,0,0.0,802.0,1,6,1
2612,1,0,2,17.0,1,0,0.0,0.0,1,1,1
2613,1,0,0,22.0,0,0,0.0,0.0,1,1,0
2614,0,0,0,37.0,0,0,6.0,437.0,1,2,0
2615,0,1,2,38.0,0,0,0.0,0.0,1,2,0
2616,1,0,0,21.0,1,0,3.0,0.0,0,3,1
2617,1,1,1,23.0,0,0,0.0,0.0,1,3,1
2618,0,0,0,27.0,0,0,1.0,767.0,0,0,0
2619,1,0,0,23.0,1,0,18.0,2595.0,1,1,0
2620,1,0,0,19.0,0,0,0.0,0.0,1,1,0
2621,2,0,0,28.0,0,0,948.0,0.0,1,5,1
2622,1,0,0,33.0,0,0,0.0,0.0,1,4,0
2623,1,1,1,24.0,0,0,0.0,0.0,1,3,0
2624,1,1,0,0.0,1,0,0.0,0.0,1,3,0
2625,1,1,0,41.0,0,0,0.0,0.0,1,3,0
2626,1,1,0,19.0,0,0,0.0,0.0,1,3,0
2627,1,0,0,44.0,0,0,0.0,0.0,1,1,1
2628,2,0,2,43.0,1,0,803.0,0.0,1,1,1
2629,1,1,0,14.0,1,0,0.0,0.0,1,3,1
2630,1,1,1,18.0,0,0,0.0,0.0,1,3,0
2631,1,0,0,25.0,1,0,237.0,0.0,0,1,0
2632,2,0,0,0.0,1,0,0.0,0.0,0,1,0
2633,2,1,2,4.0,1,0,0.0,0.0,1,1,0
2634,2,0,0,24.0,0,0,165.0,0.0,1,1,0
2635,1,0,0,38.0,1,0,77.0,169.0,1,1,0
2636,1,1,0,44.0,0,0,0.0,0.0,0,3,0
2637,1,1,2,57.0,1,0,0.0,0.0,0,3,0
2638,1,1,2,3.0,0,0,0.0,0.0,1,3,1
2639,1,0,0,5.0,1,0,0.0,0.0,1,3,1
2640,1,1,2,3.0,1,0,0.0,458.07720329024676,1,3,1
2641,1,1,0,18.0,1,0,0.0,0.0,0,3,1
2642,1,1,0,8.0,1,0,0.0,0.0,0,3,1
2643,2,1,0,21.0,1,0,0.0,0.0,1,1,0
2644,0,1,2,35.0,0,0,0.0,0.0,0,6,1
2645,2,0,0,47.0,1,0,0.0,0.0,1,1,1
2646,0,0,2,28.0,1,0,1581.0,213.0,1,6,0
2647,0,0,0,49.0,0,0,20.0,6807.0,1,6,0
2648,0,0,0,23.0,0,0,0.0,824.0,1,5,0
2649,0,0,0,19.0,1,0,0.0,1.0,0,5,0
2650,1,0,0,34.0,1,0,0.0,250.0,1,4,0
2651,0,0,0,40.0,0,1,0.0,11.0,0,6,1
2652,0,0,2,26.0,1,1,0.0,186.0,0,2,0
2653,1,0,1,23.0,1,0,0.0,0.0,0,1,0
2654,2,0,0,22.0,0,0,0.0,0.0,0,4,0
2655,0,0,0,51.0,1,0,1.0,3935.0,0,6,1
2656,1,0,2,44.0,0,0,672.0,0.0,1,1,1
2657,2,0,0,50.0,0,0,357.0,0.0,1,4,0
2658,1,1,0,28.0,1,0,0.0,0.0,1,3,1
2659,1,1,0,13.0,1,0,0.0,0.0,1,3,0
2660,1,0,0,21.0,1,0,33.0,126.0,1,3,0
2661,1,0,0,20.0,1,0,56.0,757.0,1,1,1
2662,1,0,2,14.0,0,0,0.0,458.07720329024676,0,1,0
2663,0,0,2,38.0,1,0,0.0,896.0,1,6,1
2664,1,0,1,29.0,1,0,631.0,458.07720329024676,0,1,1
2665,0,1,0,36.0,0,0,0.0,0.0,0,6,1
2666,0,1,0,16.0,1,0,0.0,0.0,1,6,1
2667,0,1,0,40.0,0,0,0.0,458.07720329024676,0,6,1
2668,0,1,2,28.82793046746535,1,0,0.0,0.0,1,6,0
2669,1,0,1,18.0,0,0,154.0,22.0,1,1,1
2670,1,0,0,17.0,1,0,5.0,756.0,0,1,1
2671,2,1,0,32.0,1,0,0.0,0.0,0,4,1
2672,1,0,0,27.0,1,0,0.0,2.0,1,3,0
2673,2,0,0,34.0,1,0,2904.0,23.0,1,5,0
2674,2,0,0,53.0,0,0,520.0,0.0,1,5,0
2675,0,1,0,36.0,0,1,0.0,0.0,1,6,1
2676,2,0,0,41.0,1,0,71.0,0.0,1,5,0
2677,2,0,0,51.0,0,0,819.0,4.0,1,4,0
2678,1,1,1,61.0,1,0,0.0,0.0,0,3,0
2679,1,0,0,59.0,0,0,0.0,0.0,1,3,1
2680,0,1,0,17.0,0,0,0.0,0.0,1,0,0
2681,0,1,0,27.0,0,0,0.0,0.0,1,0,0
2682,1,0,1,57.0,1,0,0.0,1431.0,0,3,1
2683,2,0,2,39.0,1,0,2127.0,458.07720329024676,0,4,1
2684,0,1,2,55.0,0,0,0.0,0.0,0,0,1
2685,1,0,0,42.0,0,0,173.0,656.0,1,3,1
2686,1,0,0,36.0,1,0,418.0,40.0,0,1,0
2687,2,0,0,42.0,1,0,44.0,0.0,1,1,0
2688,1,1,1,32.0,0,0,0.0,0.0,1,3,0
2689,1,0,2,6.0,1,0,0.0,0.0,0,3,1
2690,1,1,0,15.0,0,0,0.0,0.0,0,3,1
2691,1,0,0,28.0,0,0,0.0,93.0,0,1,0
2692,2,0,0,37.0,1,0,912.0,0.0,1,5,0
2693,1,0,0,44.0,0,0,0.0,0.0,1,3,1
2694,2,0,0,71.0,1,1,901.0,0.0,1,1,0
2695,0,0,0,44.0,0,0,0.0,351.0,1,0,0
2696,0,1,0,36.0,1,0,0.0,0.0,0,0,0
2697,1,0,0,18.0,1,0,4.0,904.0,1,3,1
2698,1,0,1,3.0,0,0,0.0,0.0,0,3,0
2699,1,1,2,12.0,1,0,0.0,0.0,0,3,0
2700,1,1,2,0.0,1,0,0.0,0.0,0,3,0
2701,1,0,0,29.0,0,0,0.0,1311.0,0,1,0
2702,1,0,0,9.0,0,0,0.0,0.0,1,3,0
2703,1,0,2,27.0,1,0,688.0,307.0,1,3,0
2704,1,0,1,24.0,1,0,0.0,0.0,1,1,0
2705,1,0,0,38.0,0,0,1.0,0.0,1,3,1
2706,2,0,0,28.0,0,0,523.0,0.0,0,1,0
2707,2,1,0,26.0,0,0,0.0,0.0,1,1,1
2708,1,0,0,16.0,0,0,0.0,20.0,0,1,0
2709,1,0,1,24.0,1,0,224.687617481203,2.0,1,1,0
2710,1,0,0,33.0,1,0,123.0,760.0,0,3,0
2711,1,0,2,24.0,0,0,489.0,0.0,1,3,1
2712,1,0,0,29.0,0,0,1.0,0.0,1,3,1
2713,1,0,0,25.0,1,0,0.0,9.0,1,1,1
2714,1,0,0,0.0,1,0,0.0,0.0,0,3,1
2715,1,0,0,13.0,1,0,649.0,2.0,1,1,1
2716,1,1,2,7.0,1,0,0.0,0.0,1,3,0
2717,1,0,1,32.0,1,0,0.0,0.0,1,1,0
2718,2,1,0,34.0,1,0,0.0,0.0,1,4,0
2719,2,0,0,49.0,0,0,21.0,25.0,0,1,0
2720,2,0,0,43.0,0,0,13.0,2119.0,1,5,1
2721,2,0,0,0.0,1,0,0.0,0.0,1,1,1
2722,2,1,0,6.0,0,0,224.687617481203,0.0,1,1,1
2723,1,0,0,23.0,1,0,0.0,179.0,0,1,0
2724,2,0,0,43.0,1,0,336.0,11.0,0,1,0
2725,2,1,2,23.0,1,0,0.0,0.0,1,1,0
2726,2,0,0,43.0,0,0,828.0,25.0,1,1,1
2727,2,1,2,41.0,1,0,0.0,0.0,0,1,0
2728,0,0,2,54.0,1,1,0.0,2062.0,0,0,0
2729,0,1,0,51.0,0,0,0.0,0.0,1,0,0
2730,0,1,0,44.0,0,0,0.0,0.0,1,0,0
2731,1,1,1,48.0,1,0,0.0,0.0,1,3,1
2732,1,0,0,45.0,0,0,224.687617481203,9.0,1,3,0
2733,1,0,1,20.0,0,0,0.0,689.0,1,1,1
2734,0,0,0,33.0,0,0,0.0,28.0,1,7,0
2735,1,0,0,21.0,1,0,15.0,30.0,0,3,1
2736,0,1,0,68.0,1,0,0.0,0.0,1,6,0
2737,1,0,1,23.0,0,0,5.0,308.0,1,1,0
2738,1,0,0,16.0,1,0,24.0,0.0,1,3,0
2739,1,0,0,35.0,1,0,198.0,44.0,1,1,1
2740,1,1,0,22.0,0,0,0.0,0.0,1,3,0
2741,1,0,0,51.0,1,0,214.0,3.0,0,1,1
2742,1,0,1,2.0,1,0,224.687617481203,0.0,1,3,1
2743,1,1,2,29.0,0,0,0.0,0.0,0,3,1
2744,1,0,0,0.0,1,0,0.0,0.0,1,3,1
2745,1,1,2,39.0,0,0,0.0,0.0,1,3,0
2746,0,0,0,55.0,1,0,0.0,1971.0,0,6,1
2747,1,1,0,22.0,1,0,0.0,0.0,1,3,0
2748,1,0,0,20.0,1,0,310.0,0.0,0,1,0
2749,1,0,2,25.0,0,0,0.0,641.0,1,4,0
2750,1,0,2,18.0,1,0,235.0,0.0,1,1,0
2751,1,0,1,28.0,0,0,3.0,141.0,0,3,1
2752,1,0,0,26.0,1,0,1822.0,0.0,1,1,1
2753,1,0,1,28.0,0,0,1.0,0.0,1,1,0
2754,1,0,0,54.0,0,0,224.687617481203,458.07720329024676,1,1,1
2755,1,0,0,56.0,1,0,0.0,54.0,1,1,0
2756,2,0,0,25.0,0,0,1228.0,0.0,1,4,0
2757,0,0,0,26.0,0,0,2050.0,8525.0,1,2,1
2758,1,0,0,14.0,1,0,0.0,0.0,1,1,0
2759,1,0,0,21.0,0,0,2.0,417.0,0,4,0
2760,1,1,0,43.0,0,0,0.0,458.07720329024676,1,3,0
2761,1,0,0,37.0,1,0,221.0,0.0,1,3,0
2762,1,0,0,28.82793046746535,1,0,740.0,82.0,1,1,1
2763,0,0,0,38.0,0,0,0.0,3135.0,0,7,0
2764,1,0,0,14.0,0,0,0.0,1.0,0,4,0
2765,1,0,1,20.0,1,0,0.0,0.0,1,1,1
2766,0,0,0,33.0,0,0,0.0,0.0,1,0,0
2767,0,1,2,33.0,0,0,0.0,0.0,1,0,1
2768,1,0,0,13.0,1,0,0.0,0.0,1,4,0
2769,0,0,0,37.0,0,0,0.0,210.0,1,5,1
2770,2,0,0,15.0,0,0,5711.0,0.0,1,4,1
2771,0,0,2,33.0,1,0,396.0,1280.0,1,2,1
2772,1,1,1,24.0,1,0,0.0,0.0,1,3,1
2773,1,0,1,49.0,1,0,0.0,458.07720329024676,0,1,1
2774,1,0,0,24.0,1,0,1252.0,6.0,1,1,1
2775,1,0,0,24.0,1,0,173.0,0.0,1,4,1
2776,0,1,2,26.0,1,0,0.0,0.0,1,0,0
2777,0,1,2,40.0,0,0,0.0,0.0,0,0,0
2778,1,0,2,31.0,0,0,0.0,611.0,1,1,0
2779,0,0,0,47.0,1,0,0.0,5252.0,1,6,1
2780,1,0,0,19.0,0,0,736.0,0.0,1,1,0
2781,0,0,2,38.0,1,1,0.0,1577.0,1,6,0
2782,0,0,2,33.0,0,0,0.0,1001.0,1,6,0
2783,0,1,0,45.0,1,0,0.0,0.0,1,6,1
2784,1,1,0,1.0,1,0,0.0,0.0,1,3,1
2785,1,0,0,32.0,0,0,0.0,53.0,1,1,1
2786,2,1,0,70.0,1,0,0.0,0.0,0,1,1
2787,1,0,1,19.0,0,0,23.0,0.0,1,3,1
2788,2,1,1,55.0,0,0,0.0,0.0,1,4,0
2789,0,0,0,48.0,0,0,0.0,8403.0,0,0,0
2790,1,0,0,66.0,1,0,1187.0,1.0,0,3,1
2791,1,0,0,13.0,1,0,224.687617481203,256.0,1,1,0
2792,0,0,2,40.0,1,0,82.0,1390.0,1,6,1
2793,1,0,0,35.0,0,0,0.0,1438.0,0,4,1
2794,1,0,0,32.0,0,0,0.0,49.0,0,1,0
2795,2,0,0,51.0,1,0,1644.0,0.0,1,4,0
2796,0,0,0,37.0,0,0,0.0,216.0,0,0,1
2797,1,0,0,31.0,0,0,517.0,1.0,1,3,1
2798,1,0,0,37.0,1,0,608.0,0.0,1,1,1
